Time,Voltage
5795,361
5796,290
5797,300
5798,437
5799,547
5800,633
5801,706
5802,695
5803,555
5804,447
5805,360
5806,288
5807,303
5808,439
5809,549
5810,634
5811,707
5812,692
5813,555
5814,447
5815,357
5816,287
5817,304
5818,440
5819,546
5820,637
5821,708
5822,689
5823,552
5824,443
5825,357
5826,287
5827,307
5828,443
5829,550
5830,638
5831,707
5832,685
5833,550
5834,442
5835,356
5836,286
5837,310
5838,444
5839,554
5840,638
5841,709
5842,684
5843,550
5844,440
5845,353
5846,282
5847,312
5848,447
5849,554
5850,640
5851,711
5852,682
5853,548
5854,439
5855,352
5856,284
5857,314
5858,448
5859,556
5860,643
5861,711
5862,679
5863,545
5864,438
5865,352
5866,283
5867,316
5868,451
5869,556
5870,644
5871,713
5872,675
5873,542
5874,435
5875,349
5876,280
5877,319
5878,453
5879,559
5880,643
5881,715
5882,674
5883,542
5884,433
5885,350
5886,282
5887,320
5888,456
5889,559
5890,645
5891,715
5892,669
5893,539
5894,434
5895,349
5896,280
5897,325
5898,457
5899,562
5900,647
5901,716
5902,670
5903,539
5904,432
5905,348
5906,278
5907,326
5908,458
5909,563
5910,647
5911,713
5912,667
5913,535
5914,429
5915,347
5916,278
5917,329
5918,459
5919,565
5920,649
5921,717
5922,664
5923,533
5924,429
5925,344
5926,276
5927,331
5928,461
5929,565
5930,651
5931,719
5932,663
5933,532
5934,427
5935,342
5936,274
5937,334
5938,464
5939,566
5940,652
5941,721
5942,660
5943,529
5944,425
5945,340
5946,275
5947,335
5948,462
5949,568
5950,651
5951,720
5952,658
5953,527
5954,423
5955,340
5956,273
5957,335
5958,467
5959,569
5960,654
5961,721
5962,655
5963,526
5964,422
5965,339
5966,273
5967,339
5968,469
5969,568
5970,655
5971,722
5972,651
5973,524
5974,421
5975,337
5976,271
5977,342
5978,472
5979,574
5980,657
5981,724
5982,649
5983,521
5984,419
5985,338
5986,271
5987,345
5988,472
5989,573
5990,656
5991,722
5992,648
5993,522
5994,419
5995,335
5996,269
5997,347
5998,475
5999,575
6000,658
6001,726
6002,646
6003,519
6004,418
6005,336
6006,269
6007,350
6008,475
6009,579
6010,660
6011,726
6012,643
6013,518
6014,415
6015,334
6016,269
6017,354
6018,478
6019,579
6020,662
6021,728
6022,641
6023,512
6024,414
6025,330
6026,268
6027,353
6028,479
6029,580
6030,664
6031,727
6032,638
6033,512
6034,413
6035,331
6036,265
6037,356
6038,480
6039,581
6040,662
6041,730
6042,635
6043,511
6044,410
6045,330
6046,265
6047,359
6048,481
6049,585
6050,664
6051,730
6052,635
6053,509
6054,407
6055,326
6056,265
6057,360
6058,486
6059,586
6060,665
6061,733
6062,633
6063,507
6064,409
6065,327
6066,263
6067,362
6068,488
6069,587
6070,668
6071,731
6072,631
6073,506
6074,407
6075,326
6076,264
6077,364
6078,488
6079,588
6080,667
6081,734
6082,628
6083,503
6084,406
6085,326
6086,262
6087,366
6088,491
6089,588
6090,669
6091,735
6092,625
6093,502
6094,404
6095,323
6096,261
6097,369
6098,493
6099,591
6100,670
6101,735
6102,623
6103,499
6104,403
6105,321
6106,259
6107,371
6108,495
6109,592
6110,671
6111,735
6112,621
6113,497
6114,400
6115,321
6116,259
6117,376
6118,495
6119,593
6120,672
6121,736
6122,619
6123,496
6124,400
6125,320
6126,259
6127,378
6128,496
6129,596
6130,673
6131,738
6132,617
6133,495
6134,399
6135,319
6136,256
6137,378
6138,498
6139,595
6140,675
6141,738
6142,614
6143,492
6144,397
6145,318
6146,257
6147,379
6148,501
6149,598
6150,675
6151,742
6152,613
6153,492
6154,396
6155,318
6156,256
6157,383
6158,502
6159,599
6160,678
6161,741
6162,610
6163,490
6164,393
6165,315
6166,255
6167,385
6168,505
6169,599
6170,678
6171,741
6172,608
6173,488
6174,392
6175,314
6176,252
6177,387
6178,506
6179,601
6180,678
6181,743
6182,606
6183,487
6184,390
6185,313
6186,252
6187,390
6188,509
6189,603
6190,680
6191,742
6192,604
6193,485
6194,389
6195,312
6196,251
6197,392
6198,509
6199,605
6200,682
6201,745
6202,602
6203,483
6204,387
6205,313
6206,251
6207,395
6208,510
6209,605
6210,681
6211,741
6212,599
6213,482
6214,387
6215,311
6216,249
6217,396
6218,514
6219,605
6220,683
6221,745
6222,598
6223,479
6224,385
6225,311
6226,250
6227,397
6228,515
6229,608
6230,685
6231,747
6232,597
6233,477
6234,385
6235,308
6236,248
6237,400
6238,514
6239,611
6240,686
6241,747
6242,593
6243,476
6244,383
6245,309
6246,244
6247,403
6248,517
6249,608
6250,687
6251,747
6252,591
6253,476
6254,383
6255,307
6256,245
6257,404
6258,521
6259,612
6260,688
6261,749
6262,590
6263,475
6264,380
6265,304
6266,242
6267,406
6268,520
6269,614
6270,690
6271,749
6272,587
6273,472
6274,379
6275,305
6276,242
6277,408
6278,522
6279,615
6280,690
6281,749
6282,585
6283,469
6284,377
6285,305
6286,240
6287,411
6288,525
6289,616
6290,692
6291,731
6292,583
6293,467
6294,376
6295,302
6296,265
6297,413
6298,527
6299,619
6300,692
6301,729
6302,581
6303,466
6304,376
6305,301
6306,268
6307,413
6308,527
6309,619
6310,693
6311,726
6312,576
6313,466
6314,375
6315,301
6316,270
6317,416
6318,530
6319,619
6320,694
6321,722
6322,577
6323,464
6324,372
6325,298
6326,274
6327,418
6328,531
6329,621
6330,694
6331,720
6332,576
6333,463
6334,372
6335,298
6336,276
6337,421
6338,532
6339,622
6340,696
6341,714
6342,574
6343,460
6344,371
6345,297
6346,280
6347,421
6348,535
6349,624
6350,699
6351,712
6352,570
6353,457
6354,367
6355,296
6356,283
6357,424
6358,538
6359,627
6360,701
6361,710
6362,566
6363,457
6364,368
6365,293
6366,286
6367,427
6368,536
6369,627
6370,700
6371,708
6372,566
6373,454
6374,363
6375,295
6376,287
6377,429
6378,537
6379,628
6380,701
6381,706
6382,565
6383,454
6384,362
6385,294
6386,291
6387,429
6388,539
6389,630
6390,703
6391,702
6392,562
6393,452
6394,363
6395,289
6396,293
6397,433
6398,541
6399,630
6400,705
6401,700
6402,561
6403,451
6404,363
6405,292
6406,295
6407,434
6408,544
6409,632
6410,705
6411,699
6412,559
6413,449
6414,360
6415,290
6416,298
6417,437
6418,544
6419,632
6420,705
6421,696
6422,558
6423,448
6424,359
6425,289
6426,300
6427,438
6428,548
6429,636
6430,706
6431,693
6432,556
6433,446
6434,357
6435,287
6436,304
6437,440
6438,549
6439,636
6440,706
6441,691
6442,554
6443,446
6444,357
6445,287
6446,307
6447,441
6448,551
6449,636
6450,709
6451,688
6452,553
6453,443
6454,355
6455,286
6456,308
6457,444
6458,551
6459,639
6460,708
6461,685
6462,550
6463,443
6464,356
6465,284
6466,310
6467,447
6468,552
6469,641
6470,711
6471,684
6472,548
6473,439
6474,352
6475,283
6476,311
6477,448
6478,553
6479,641
6480,711
6481,680
6482,545
6483,438
6484,351
6485,284
6486,316
6487,449
6488,555
6489,641
6490,712
6491,679
6492,544
6493,437
6494,351
6495,282
6496,317
6497,451
6498,557
6499,643
6500,714
6501,676
6502,542
6503,434
6504,350
6505,282
6506,322
6507,453
6508,559
6509,643
6510,715
6511,671
6512,539
6513,433
6514,348
6515,280
6516,323
6517,455
6518,562
6519,646
6520,714
6521,670
6522,537
6523,432
6524,348
6525,278
6526,324
6527,456
6528,562
6529,647
6530,717
6531,668
6532,536
6533,431
6534,346
6535,277
6536,328
6537,461
6538,564
6539,648
6540,717
6541,666
6542,534
6543,429
6544,344
6545,274
6546,330
6547,461
6548,564
6549,649
6550,718
6551,662
6552,533
6553,429
6554,344
6555,277
6556,332
6557,463
6558,567
6559,652
6560,718
6561,661
6562,529
6563,426
6564,343
6565,275
6566,336
6567,464
6568,568
6569,653
6570,720
6571,658
6572,529
6573,425
6574,342
6575,274
6576,338
6577,466
6578,566
6579,652
6580,721
6581,655
6582,526
6583,423
6584,341
6585,274
6586,337
6587,467
6588,571
6589,654
6590,721
6591,655
6592,524
6593,421
6594,338
6595,273
6596,341
6597,468
6598,573
6599,654
6600,724
6601,651
6602,520
6603,420
6604,337
6605,273
6606,344
6607,471
6608,574
6609,656
6610,724
6611,649
6612,522
6613,419
6614,338
6615,271
6616,346
6617,472
6618,575
6619,657
6620,725
6621,648
6622,519
6623,415
6624,335
6625,272
6626,349
6627,474
6628,577
6629,658
6630,725
6631,643
6632,518
6633,417
6634,334
6635,269
6636,352
6637,477
6638,579
6639,657
6640,728
6641,641
6642,514
6643,415
6644,334
6645,267
6646,353
6647,478
6648,581
6649,661
6650,727
6651,640
6652,514
6653,413
6654,332
6655,268
6656,357
6657,480
6658,582
6659,662
6660,728
6661,639
6662,512
6663,411
6664,330
6665,265
6666,359
6667,482
6668,583
6669,661
6670,730
6671,635
6672,509
6673,411
6674,328
6675,266
6676,360
6677,484
6678,585
6679,665
6680,732
6681,633
6682,508
6683,408
6684,328
6685,265
6686,363
6687,486
6688,585
6689,667
6690,732
6691,630
6692,508
6693,408
6694,327
6695,264
6696,364
6697,487
6698,588
6699,667
6700,733
6701,630
6702,505
6703,405
6704,327
6705,263
6706,366
6707,490
6708,586
6709,670
6710,735
6711,625
6712,504
6713,405
6714,325
6715,262
6716,366
6717,492
6718,589
6719,668
6720,735
6721,623
6722,502
6723,404
6724,325
6725,261
6726,369
6727,493
6728,591
6729,670
6730,736
6731,622
6732,499
6733,402
6734,321
6735,257
6736,373
6737,496
6738,592
6739,673
6740,737
6741,619
6742,499
6743,402
6744,321
6745,258
6746,374
6747,497
6748,594
6749,672
6750,737
6751,618
6752,496
6753,400
6754,322
6755,258
6756,377
6757,498
6758,592
6759,675
6760,739
6761,616
6762,494
6763,398
6764,319
6765,257
6766,378
6767,500
6768,598
6769,674
6770,738
6771,613
6772,494
6773,395
6774,317
6775,256
6776,381
6777,501
6778,598
6779,678
6780,741
6781,610
6782,489
6783,394
6784,317
6785,254
6786,383
6787,503
6788,601
6789,677
6790,739
6791,609
6792,488
6793,395
6794,313
6795,255
6796,386
6797,506
6798,602
6799,679
6800,742
6801,607
6802,488
6803,391
6804,314
6805,253
6806,389
6807,506
6808,603
6809,680
6810,743
6811,605
6812,484
6813,390
6814,313
6815,251
6816,390
6817,508
6818,603
6819,682
6820,746
6821,602
6822,485
6823,389
6824,314
6825,251
6826,393
6827,510
6828,606
6829,682
6830,745
6831,601
6832,482
6833,387
6834,311
6835,250
6836,394
6837,511
6838,606
6839,685
6840,745
6841,599
6842,481
6843,385
6844,312
6845,251
6846,398
6847,514
6848,605
6849,684
6850,746
6851,597
6852,481
6853,386
6854,310
6855,250
6856,399
6857,512
6858,608
6859,684
6860,749
6861,593
6862,477
6863,383
6864,308
6865,246
6866,401
6867,516
6868,612
6869,686
6870,747
6871,590
6872,476
6873,381
6874,306
6875,243
6876,402
6877,518
6878,612
6879,687
6880,749
6881,591
6882,474
6883,382
6884,307
6885,244
6886,405
6887,519
6888,614
6889,690
6890,750
6891,589
6892,472
6893,379
6894,307
6895,244
6896,406
6897,523
6898,615
6899,689
6900,750
6901,585
6902,472
6903,380
6904,304
6905,242
6906,409
6907,524
6908,617
6909,690
6910,751
6911,584
6912,469
6913,378
6914,303
6915,264
6916,412
6917,525
6918,617
6919,691
6920,729
6921,580
6922,467
6923,376
6924,301
6925,266
6926,413
6927,526
6928,619
6929,692
6930,727
6931,581
6932,467
6933,375
6934,300
6935,268
6936,416
6937,526
6938,619
6939,695
6940,724
6941,578
6942,464
6943,373
6944,301
6945,273
6946,417
6947,531
6948,622
6949,695
6950,722
6951,576
6952,462
6953,372
6954,296
6955,276
6956,421
6957,531
6958,621
6959,696
6960,718
6961,575
6962,461
6963,369
6964,298
6965,279
6966,422
6967,534
6968,623
6969,698
6970,714
6971,572
6972,459
6973,370
6974,298
6975,280
6976,424
6977,536
6978,625
6979,698
6980,712
6981,570
6982,458
6983,365
6984,297
6985,283
6986,425
6987,536
6988,625
6989,699
6990,706
6991,567
6992,456
6993,367
6994,296
6995,284
6996,427
6997,540
6998,626
6999,701
7000,706
7001,564
7002,455
7003,366
7004,294
7005,288
7006,429
7007,541
7008,628
7009,702
7010,704
7011,565
7012,454
7013,364
7014,291
7015,292
7016,432
7017,541
7018,630
7019,703
7020,699
7021,563
7022,452
7023,362
7024,291
7025,293
7026,432
7027,542
7028,631
7029,702
7030,700
7031,560
7032,449
7033,362
7034,291
7035,295
7036,436
7037,545
7038,632
7039,704
7040,695
7041,558
7042,447
7043,361
7044,291
7045,299
7046,438
7047,546
7048,634
7049,707
7050,695
7051,555
7052,448
7053,360
7054,288
7055,300
7056,438
7057,547
7058,634
7059,707
7060,693
7061,552
7062,447
7063,357
7064,288
7065,303
7066,442
7067,550
7068,636
7069,708
7070,690
7071,552
7072,443
7073,355
7074,286
7075,307
7076,443
7077,552
7078,637
7079,710
7080,686
7081,549
7082,443
7083,354
7084,286
7085,311
7086,446
7087,552
7088,638
7089,710
7090,685
7091,549
7092,441
7093,355
7094,284
7095,312
7096,446
7097,553
7098,641
7099,712
7100,682
7101,547
7102,439
7103,354
7104,284
7105,313
7106,449
7107,556
7108,641
7109,711
7110,679
7111,546
7112,436
7113,352
7114,282
7115,316
7116,451
7117,557
7118,640
7119,712
7120,674
7121,541
7122,435
7123,349
7124,282
7125,320
7126,453
7127,558
7128,641
7129,712
7130,674
7131,540
7132,434
7133,349
7134,282
7135,322
7136,454
7137,561
7138,645
7139,715
7140,672
7141,539
7142,432
7143,349
7144,279
7145,325
7146,456
7147,563
7148,648
7149,715
7150,668
7151,538
7152,432
7153,346
7154,278
7155,326
7156,458
7157,563
7158,647
7159,718
7160,666
7161,536
7162,429
7163,344
7164,275
7165,330
7166,461
7167,565
7168,649
7169,718
7170,663
7171,531
7172,429
7173,344
7174,278
7175,331
7176,461
7177,565
7178,651
7179,720
7180,661
7181,532
7182,426
7183,341
7184,275
7185,335
7186,464
7187,568
7188,653
7189,720
7190,659
7191,530
7192,425
7193,342
7194,276
7195,336
7196,464
7197,569
7198,653
7199,721
7200,657
7201,528
7202,423
7203,341
7204,273
7205,337
7206,468
7207,570
7208,653
7209,723
7210,656
7211,526
7212,421
7213,338
7214,272
7215,336
7216,468
7217,571
7218,653
7219,723
7220,652
7221,523
7222,421
7223,336
7224,271
7225,342
7226,471
7227,574
7228,655
7229,723
7230,649
7231,523
7232,419
7233,337
7234,271
7235,342
7236,472
7237,574
7238,659
7239,725
7240,649
7241,521
7242,419
7243,336
7244,270
7245,349
7246,475
7247,576
7248,658
7249,725
7250,644
7251,520
7252,417
7253,335
7254,269
7255,350
7256,476
7257,577
7258,659
7259,726
7260,644
7261,516
7262,415
7263,332
7264,267
7265,351
7266,479
7267,579
7268,661
7269,728
7270,641
7271,514
7272,414
7273,333
7274,266
7275,354
7276,479
7277,580
7278,663
7279,729
7280,639
7281,513
7282,412
7283,331
7284,268
7285,355
7286,482
7287,583
7288,664
7289,729
7290,638
7291,512
7292,411
7293,329
7294,265
7295,359
7296,485
7297,584
7298,665
7299,731
7300,634
7301,510
7302,410
7303,328
7304,263
7305,361
7306,485
7307,584
7308,665
7309,731
7310,632
7311,508
7312,408
7313,327
7314,263
7315,364
7316,486
7317,585
7318,667
7319,732
7320,631
7321,506
7322,405
7323,324
7324,264
7325,365
7326,488
7327,587
7328,667
7329,733
7330,628
7331,504
7332,404
7333,326
7334,263
7335,369
7336,489
7337,589
7338,669
7339,735
7340,624
7341,503
7342,403
7343,323
7344,261
7345,369
7346,492
7347,591
7348,670
7349,735
7350,624
7351,500
7352,401
7353,321
7354,260
7355,372
7356,494
7357,592
7358,670
7359,737
7360,620
7361,498
7362,401
7363,322
7364,259
7365,374
7366,494
7367,594
7368,672
7369,736
7370,619
7371,497
7372,398
7373,322
7374,258
7375,377
7376,498
7377,595
7378,674
7379,738
7380,616
7381,496
7382,398
7383,319
7384,256
7385,378
7386,500
7387,595
7388,675
7389,737
7390,613
7391,495
7392,397
7393,320
7394,256
7395,380
7396,502
7397,598
7398,677
7399,741
7400,613
7401,493
7402,395
7403,317
7404,255
7405,384
7406,502
7407,598
7408,674
7409,742
7410,609
7411,489
7412,393
7413,317
7414,254
7415,383
7416,504
7417,600
7418,679
7419,740
7420,608
7421,487
7422,391
7423,316
7424,253
7425,389
7426,505
7427,603
7428,679
7429,743
7430,606
7431,486
7432,390
7433,313
7434,252
7435,389
7436,509
7437,603
7438,680
7439,743
7440,603
7441,484
7442,390
7443,313
7444,251
7445,391
7446,510
7447,604
7448,682
7449,745
7450,601
7451,484
7452,388
7453,312
7454,249
7455,394
7456,512
7457,605
7458,683
7459,745
7460,600
7461,481
7462,388
7463,312
7464,249
7465,396
7466,512
7467,609
7468,684
7469,747
7470,598
7471,480
7472,385
7473,309
7474,248
7475,399
7476,515
7477,609
7478,684
7479,748
7480,594
7481,477
7482,381
7483,309
7484,249
7485,400
7486,518
7487,611
7488,687
7489,750
7490,594
7491,477
7492,382
7493,309
7494,244
7495,403
7496,519
7497,610
7498,687
7499,747
7500,589
7501,476
7502,381
7503,307
7504,245
7505,403
7506,518
7507,613
7508,688
7509,750
7510,590
7511,474
7512,381
7513,305
7514,242
7515,406
7516,522
7517,613
7518,688
7519,750
7520,587
7521,471
7522,380
7523,305
7524,242
7525,408
7526,523
7527,615
7528,689
7529,751
7530,584
7531,469
7532,375
7533,302
7534,242
7535,411
7536,523
7537,616
7538,691
7539,732
7540,583
7541,467
7542,377
7543,303
7544,266
7545,412
7546,527
7547,619
7548,692
7549,728
7550,581
7551,465
7552,374
7553,298
7554,268
7555,416
7556,528
7557,620
7558,694
7559,725
7560,576
7561,466
7562,373
7563,299
7564,269
7565,417
7566,529
7567,621
7568,694
7569,723
7570,576
7571,464
7572,369
7573,300
7574,275
7575,418
7576,531
7577,621
7578,696
7579,720
7580,576
7581,463
7582,368
7583,299
7584,279
7585,420
7586,534
7587,623
7588,696
7589,716
7590,574
7591,461
7592,371
7593,296
7594,281
7595,423
7596,534
7597,624
7598,697
7599,714
7600,571
7601,458
7602,370
7603,297
7604,281
7605,423
7606,536
7607,626
7608,700
7609,712
7610,569
7611,457
7612,368
7613,295
7614,286
7615,426
7616,539
7617,626
7618,700
7619,709
7620,566
7621,455
7622,365
7623,295
7624,289
7625,428
7626,540
7627,628
7628,699
7629,705
7630,565
7631,455
7632,364
7633,292
7634,290
7635,429
7636,540
7637,630
7638,700
7639,703
7640,563
7641,451
7642,363
7643,293
7644,293
7645,432
7646,543
7647,631
7648,703
7649,702
7650,560
7651,451
7652,362
7653,292
7654,296
7655,435
7656,543
7657,632
7658,705
7659,696
7660,558
7661,449
7662,360
7663,289
7664,298
7665,437
7666,543
7667,634
7668,706
7669,693
7670,557
7671,447
7672,359
7673,289
7674,302
7675,437
7676,546
7677,633
7678,707
7679,692
7680,555
7681,445
7682,358
7683,287
7684,304
7685,439
7686,548
7687,637
7688,706
7689,689
7690,554
7691,445
7692,354
7693,286
7694,305
7695,442
7696,551
7697,637
7698,709
7699,687
7700,553
7701,444
7702,355
7703,286
7704,309
7705,444
7706,552
7707,638
7708,710
7709,687
7710,546
7711,440
7712,356
7713,285
7714,310
7715,447
7716,554
7717,639
7718,707
7719,681
7720,549
7721,441
7722,353
7723,283
7724,312
7725,449
7726,554
7727,642
7728,713
7729,678
7730,547
7731,438
7732,352
7733,283
7734,317
7735,450
7736,557
7737,641
7738,712
7739,677
7740,543
7741,437
7742,352
7743,283
7744,319
7745,451
7746,558
7747,643
7748,713
7749,675
7750,542
7751,436
7752,350
7753,280
7754,319
7755,452
7756,560
7757,644
7758,714
7759,673
7760,540
7761,433
7762,347
7763,279
7764,323
7765,455
7766,562
7767,646
7768,716
7769,672
7770,539
7771,431
7772,348
7773,279
7774,322
7775,457
7776,562
7777,646
7778,717
7779,667
7780,534
7781,431
7782,347
7783,277
7784,328
7785,460
7786,564
7787,648
7788,719
7789,664
7790,533
7791,430
7792,345
7793,277
7794,331
7795,461
7796,566
7797,649
7798,718
7799,665
7800,533
7801,427
7802,342
7803,276
7804,331
7805,464
7806,566
7807,652
7808,719
7809,661
7810,529
7811,427
7812,342
7813,274
7814,334
7815,464
7816,568
7817,653
7818,722
7819,659
7820,529
7821,426
7822,341
7823,275
7824,337
7825,466
7826,568
7827,653
7828,722
7829,654
7830,527
7831,422
7832,340
7833,270
7834,340
7835,467
7836,572
7837,654
7838,722
7839,654
7840,527
7841,423
7842,339
7843,273
7844,342
7845,470
7846,573
7847,655
7848,723
7849,651
7850,524
7851,419
7852,339
7853,272
7854,343
7855,472
7856,574
7857,658
7858,726
7859,650
7860,522
7861,418
7862,336
7863,269
7864,345
7865,472
7866,575
7867,657
7868,725
7869,646
7870,519
7871,417
7872,334
7873,269
7874,347
7875,474
7876,577
7877,659
7878,725
7879,644
7880,517
7881,416
7882,334
7883,268
7884,350
7885,478
7886,577
7887,660
7888,727
7889,642
7890,515
7891,413
7892,330
7893,268
7894,354
7895,478
7896,580
7897,661
7898,730
7899,640
7900,515
7901,412
7902,331
7903,268
7904,356
7905,481
7906,582
7907,662
7908,728
7909,637
7910,513
7911,412
7912,331
7913,265
7914,359
7915,482
7916,582
7917,664
7918,730
7919,634
7920,510
7921,411
7922,328
7923,266
7924,359
7925,485
7926,585
7927,664
7928,732
7929,633
7930,510
7931,409
7932,328
7933,265
7934,363
7935,485
7936,585
7937,666
7938,731
7939,631
7940,505
7941,405
7942,327
7943,261
7944,362
7945,488
7946,588
7947,667
7948,732
7949,626
7950,504
7951,407
7952,325
7953,262
7954,367
7955,491
7956,590
7957,668
7958,733
7959,628
7960,503
7961,404
7962,323
7963,263
7964,370
7965,491
7966,591
7967,669
7968,733
7969,623
7970,502
7971,402
7972,324
7973,260
7974,371
7975,493
7976,591
7977,672
7978,736
7979,623
7980,500
7981,401
7982,322
7983,258
7984,374
7985,496
7986,594
7987,672
7988,736
7989,621
7990,498
7991,401
7992,319
7993,258
7994,376
7995,496
7996,595
7997,673
7998,738
7999,618
8000,496
8001,398
8002,321
8003,256
8004,376
8005,499
8006,596
8007,675
8008,739
8009,616
8010,494
8011,397
8012,318
8013,254
8014,379
8015,499
8016,596
8017,674
8018,738
8019,614
8020,493
8021,395
8022,317
8023,257
8024,384
8025,501
8026,599
8027,676
8028,739
8029,610
8030,490
8031,394
8032,316
8033,253
8034,383
8035,503
8036,600
8037,677
8038,740
8039,608
8040,490
8041,394
8042,315
8043,256
8044,387
8045,506
8046,599
8047,678
8048,742
8049,608
8050,487
8051,391
8052,314
8053,253
8054,388
8055,506
8056,603
8057,679
8058,744
8059,606
8060,486
8061,391
8062,314
8063,252
8064,391
8065,507
8066,602
8067,682
8068,744
8069,603
8070,484
8071,388
8072,310
8073,252
8074,393
8075,510
8076,606
8077,682
8078,744
8079,602
8080,483
8081,388
8082,310
8083,250
8084,394
8085,512
8086,605
8087,684
8088,747
8089,598
8090,480
8091,384
8092,309
8093,248
8094,396
8095,515
8096,606
8097,685
8098,746
8099,596
8100,478
8101,384
8102,308
8103,250
8104,397
8105,517
8106,609
8107,687
8108,745
8109,594
8110,478
8111,382
8112,307
8113,248
8114,400
8115,517
8116,611
8117,687
8118,748
8119,592
8120,476
8121,383
8122,307
8123,243
8124,403
8125,519
8126,611
8127,686
8128,750
8129,591
8130,474
8131,382
8132,305
8133,244
8134,404
8135,520
8136,613
8137,689
8138,750
8139,588
8140,472
8141,381
8142,304
8143,244
8144,406
8145,522
8146,616
8147,689
8148,750
8149,587
8150,470
8151,378
8152,304
8153,242
8154,410
8155,525
8156,616
8157,690
8158,751
8159,584
8160,470
8161,378
8162,302
8163,262
8164,412
8165,525
8166,616
8167,692
8168,729
8169,582
8170,468
8171,376
8172,303
8173,263
8174,410
8175,526
8176,617
8177,693
8178,728
8179,581
8180,466
8181,371
8182,300
8183,269
8184,416
8185,528
8186,621
8187,694
8188,723
8189,577
8190,465
8191,374
8192,298
8193,271
8194,416
8195,531
8196,620
8197,696
8198,721
8199,575
8200,462
8201,370
8202,300
8203,274
8204,419
8205,533
8206,624
8207,697
8208,718
8209,574
8210,459
8211,370
8212,298
8213,278
8214,421
8215,534
8216,624
8217,697
8218,715
8219,571
8220,460
8221,370
8222,297
8223,280
8224,424
8225,534
8226,626
8227,700
8228,713
8229,570
8230,458
8231,367
8232,294
8233,282
8234,425
8235,534
8236,627
8237,701
8238,709
8239,568
8240,456
8241,365
8242,296
8243,285
8244,424
8245,539
8246,629
8247,701
8248,708
8249,566
8250,456
8251,365
8252,293
8253,289
8254,429
8255,540
8256,629
8257,702
8258,705
8259,564
8260,454
8261,363
8262,291
8263,291
8264,430
8265,541
8266,631
8267,703
8268,703
8269,563
8270,450
8271,363
8272,292
8273,294
8274,432
8275,543
8276,630
8277,702
8278,699
8279,561
8280,449
8281,360
8282,291
8283,298
8284,435
8285,544
8286,631
8287,705
8288,696
8289,557
8290,448
8291,360
8292,289
8293,298
8294,438
8295,547
8296,633
8297,706
8298,695
8299,557
8300,447
8301,360
8302,287
8303,303
8304,439
8305,548
8306,635
8307,707
8308,691
8309,554
8310,446
8311,357
8312,287
8313,304
8314,441
8315,550
8316,635
8317,707
8318,690
8319,553
8320,444
8321,355
8322,285
8323,308
8324,442
8325,550
8326,638
8327,709
8328,687
8329,550
8330,441
8331,355
8332,283
8333,308
8334,446
8335,551
8336,639
8337,710
8338,681
8339,548
8340,440
8341,352
8342,283
8343,313
8344,448
8345,554
8346,640
8347,708
8348,682
8349,547
8350,439
8351,351
8352,283
8353,313
8354,449
8355,556
8356,641
8357,712
8358,676
8359,544
8360,437
8361,350
8362,282
8363,318
8364,451
8365,557
8366,642
8367,713
8368,678
8369,544
8370,435
8371,349
8372,280
8373,320
8374,453
8375,559
8376,642
8377,713
8378,673
8379,540
8380,434
8381,350
8382,282
8383,321
8384,454
8385,557
8386,646
8387,714
8388,670
8389,540
8390,434
8391,348
8392,277
8393,324
8394,456
8395,562
8396,646
8397,715
8398,668
8399,537
8400,432
8401,345
8402,278
8403,327
8404,457
8405,562
8406,646
8407,716
8408,667
8409,536
8410,431
8411,346
8412,278
8413,329
8414,460
8415,565
8416,649
8417,718
8418,664
8419,532
8420,429
8421,343
8422,277
8423,332
8424,462
8425,564
8426,651
8427,718
8428,662
8429,530
8430,424
8431,343
8432,275
8433,333
8434,464
8435,567
8436,652
8437,721
8438,661
8439,530
8440,425
8441,341
8442,276
8443,334
8444,464
8445,570
8446,652
8447,721
8448,656
8449,527
8450,423
8451,339
8452,273
8453,338
8454,470
8455,572
8456,653
8457,723
8458,655
8459,526
8460,422
8461,338
8462,274
8463,343
8464,470
8465,573
8466,656
8467,723
8468,652
8469,524
8470,421
8471,339
8472,273
8473,342
8474,470
8475,570
8476,656
8477,722
8478,649
8479,523
8480,419
8481,333
8482,270
8483,345
8484,472
8485,574
8486,658
8487,726
8488,649
8489,518
8490,416
8491,337
8492,270
8493,347
8494,475
8495,577
8496,660
8497,724
8498,647
8499,519
8500,418
8501,336
8502,270
8503,349
8504,474
8505,577
8506,660
8507,727
8508,643
8509,515
8510,416
8511,332
8512,267
8513,350
8514,477
8515,580
8516,661
8517,728
8518,641
8519,512
8520,412
8521,332
8522,268
8523,355
8524,479
8525,581
8526,663
8527,727
8528,639
8529,512
8530,413
8531,330
8532,267
8533,357
8534,480
8535,580
8536,664
8537,729
8538,635
8539,511
8540,410
8541,330
8542,265
8543,360
8544,483
8545,583
8546,665
8547,731
8548,634
8549,509
8550,410
8551,328
8552,265
8553,361
8554,486
8555,585
8556,666
8557,731
8558,632
8559,507
8560,407
8561,329
8562,263
8563,362
8564,486
8565,586
8566,667
8567,731
8568,631
8569,506
8570,406
8571,326
8572,264
8573,364
8574,488
8575,587
8576,669
8577,734
8578,628
8579,504
8580,404
8581,325
8582,263
8583,366
8584,491
8585,588
8586,668
8587,734
8588,624
8589,503
8590,403
8591,324
8592,262
